GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH37E001,AH37E002,AH37E003,AH4HE001,AH4HE002,AH4HE003,AH4HE004,AH4HE005,AH4HE006,AH4HE007,AH4HE008,AH5XE001,AH5XE002,AH5XE003,AH5XE004,AH5XE005,AH5XE006,AH5XE007,AH5XE008,AH5XE009,AH5XE010,AH5XE011,NAME_M,AH37M001,AH37M002,AH37M003,AH4HM001,AH4HM002,AH4HM003,AH4HM004,AH4HM005,AH4HM006,AH4HM007,AH4HM008,AH5XM001,AH5XM002,AH5XM003,AH5XM004,AH5XM005,AH5XM006,AH5XM007,AH5XM008,AH5XM009,AH5XM010,AH5XM011
G2601630543400,2013-2017,,,Michigan,26,Wayne County,163,,,543400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5434, Wayne County, Michigan",1329,762,567,185,0,0,0,0,0,0,185,567,13,8,48,2,60,29,30,12,316,49,"Census Tract 5434, Wayne County, Michigan",106,166,155,90,10,10,10,10,10,10,90,155,22,14,50,22,80,30,41,20,139,47
G2601630543500,2013-2017,,,Michigan,26,Wayne County,163,,,543500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5435, Wayne County, Michigan",379,205,174,298,15,0,0,0,0,0,283,174,0,0,0,59,10,6,25,0,74,0,"Census Tract 5435, Wayne County, Michigan",75,58,78,86,25,10,10,10,10,10,86,78,10,10,10,60,17,10,36,10,44,10
G2601630543600,2013-2017,,,Michigan,26,Wayne County,163,,,543600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5436, Wayne County, Michigan",413,218,195,244,0,0,0,8,0,0,236,195,0,0,5,10,0,5,14,24,84,53,"Census Tract 5436, Wayne County, Michigan",62,58,63,58,10,10,10,12,10,10,58,63,10,10,7,16,10,8,21,27,40,36
G2601630543700,2013-2017,,,Michigan,26,Wayne County,163,,,543700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5437, Wayne County, Michigan",794,191,603,236,0,9,11,0,0,0,216,603,5,0,54,65,27,18,17,109,267,41,"Census Tract 5437, Wayne County, Michigan",82,63,84,76,10,17,17,10,10,10,71,84,9,10,44,49,36,17,19,65,80,36
G2601630543800,2013-2017,,,Michigan,26,Wayne County,163,,,543800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5438, Wayne County, Michigan",381,97,284,271,30,0,0,0,0,0,241,284,15,0,11,11,36,0,33,22,82,74,"Census Tract 5438, Wayne County, Michigan",66,45,64,64,26,10,10,10,10,10,58,64,14,10,17,17,35,10,30,22,42,45
G2601630543900,2013-2017,,,Michigan,26,Wayne County,163,,,543900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5439, Wayne County, Michigan",382,78,304,218,20,13,12,0,0,0,173,304,0,11,46,5,0,47,0,44,124,27,"Census Tract 5439, Wayne County, Michigan",52,41,57,55,20,15,15,10,10,10,52,57,10,17,39,8,10,35,10,39,37,27
G2601630544000,2013-2017,,,Michigan,26,Wayne County,163,,,544000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5440, Wayne County, Michigan",1041,501,540,197,27,0,12,0,0,0,158,540,16,53,19,47,28,19,45,40,206,67,"Census Tract 5440, Wayne County, Michigan",83,83,83,68,30,10,20,10,10,10,64,83,24,50,16,34,23,20,35,38,76,46
G2601630544100,2013-2017,,,Michigan,26,Wayne County,163,,,544100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5441, Wayne County, Michigan",808,310,498,375,107,51,0,0,0,0,217,498,19,57,68,69,17,16,15,57,140,40,"Census Tract 5441, Wayne County, Michigan",92,55,94,78,51,41,10,10,10,10,67,94,31,43,51,51,28,25,17,42,52,28
G2601630544200,2013-2017,,,Michigan,26,Wayne County,163,,,544200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5442, Wayne County, Michigan",828,356,472,509,23,0,24,11,0,0,451,472,7,15,13,117,83,15,15,0,194,13,"Census Tract 5442, Wayne County, Michigan",86,74,99,79,27,10,27,18,10,10,82,99,11,26,20,61,55,24,24,10,84,21
G2601630544300,2013-2017,,,Michigan,26,Wayne County,163,,,544300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5443, Wayne County, Michigan",1188,638,550,224,40,0,39,0,0,0,145,550,58,47,27,58,6,90,0,93,162,9,"Census Tract 5443, Wayne County, Michigan",101,155,150,82,45,10,44,10,10,10,65,150,70,60,39,67,35,84,10,98,78,19
G2601630545100,2013-2017,,,Michigan,26,Wayne County,163,,,545100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5451, Wayne County, Michigan",382,249,133,387,17,0,56,0,0,0,314,133,0,12,14,0,5,11,6,11,39,35,"Census Tract 5451, Wayne County, Michigan",48,54,48,59,20,10,39,10,10,10,56,48,10,16,19,10,8,16,9,12,33,30
G2601630545200,2013-2017,,,Michigan,26,Wayne County,163,,,545200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5452, Wayne County, Michigan",994,560,434,568,0,0,58,14,0,0,496,434,23,18,0,38,93,26,0,24,150,62,"Census Tract 5452, Wayne County, Michigan",109,110,124,105,10,10,47,22,10,10,107,124,37,24,10,57,67,38,10,28,95,69
G2601630545300,2013-2017,,,Michigan,26,Wayne County,163,,,545300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5453, Wayne County, Michigan",530,265,265,368,11,15,47,0,0,0,295,265,9,15,19,27,7,33,11,12,113,19,"Census Tract 5453, Wayne County, Michigan",84,68,74,98,18,24,35,10,10,10,96,74,10,19,32,30,12,29,14,15,55,22
G2601630545400,2013-2017,,,Michigan,26,Wayne County,163,,,545400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5454, Wayne County, Michigan",602,44,558,104,0,0,0,0,0,0,104,558,11,38,66,40,84,59,44,75,123,18,"Census Tract 5454, Wayne County, Michigan",62,25,61,51,10,10,10,10,10,10,51,61,17,30,41,36,77,37,35,78,42,23
G2601630545500,2013-2017,,,Michigan,26,Wayne County,163,,,545500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5455, Wayne County, Michigan",1476,628,848,447,104,0,33,17,13,0,280,848,0,10,66,120,47,63,96,44,244,158,"Census Tract 5455, Wayne County, Michigan",119,126,140,118,74,10,35,28,23,10,96,140,10,16,45,73,45,50,60,43,108,95
G2601630545600,2013-2017,,,Michigan,26,Wayne County,163,,,545600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5456, Wayne County, Michigan",1538,1000,538,402,74,24,31,0,0,0,273,538,23,57,22,16,0,24,0,79,234,83,"Census Tract 5456, Wayne County, Michigan",147,151,134,115,59,37,35,14,14,14,94,134,33,50,36,20,14,36,14,60,101,59
G2601630545700,2013-2017,,,Michigan,26,Wayne County,163,,,545700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5457, Wayne County, Michigan",1143,779,364,178,16,0,46,0,0,0,116,364,29,6,13,41,27,0,28,31,145,44,"Census Tract 5457, Wayne County, Michigan",75,87,76,61,19,10,37,10,10,10,50,76,33,9,14,40,33,10,30,22,74,35
G2601630545800,2013-2017,,,Michigan,26,Wayne County,163,,,545800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5458, Wayne County, Michigan",1444,820,624,783,90,0,38,0,0,0,655,624,14,0,26,64,103,16,112,20,195,74,"Census Tract 5458, Wayne County, Michigan",133,140,160,137,71,10,52,10,10,10,143,160,23,10,40,56,55,25,80,26,98,54
G2601630545900,2013-2017,,,Michigan,26,Wayne County,163,,,545900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5459, Wayne County, Michigan",1236,701,535,536,77,0,19,0,71,0,369,535,0,13,0,16,24,28,40,70,327,17,"Census Tract 5459, Wayne County, Michigan",149,152,164,121,59,10,33,10,51,10,107,164,10,22,10,26,39,32,40,54,135,24
G2601630546000,2013-2017,,,Michigan,26,Wayne County,163,,,546000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5460, Wayne County, Michigan",1088,565,523,583,47,0,61,17,0,0,458,523,0,0,22,43,27,73,9,38,263,48,"Census Tract 5460, Wayne County, Michigan",117,143,139,115,46,10,49,28,10,10,109,139,10,10,36,63,44,42,14,43,122,45
G2601630546100,2013-2017,,,Michigan,26,Wayne County,163,,,546100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5461, Wayne County, Michigan",1258,612,646,657,114,0,74,0,24,0,445,646,0,42,16,0,61,48,61,44,326,48,"Census Tract 5461, Wayne County, Michigan",143,123,135,126,76,10,68,10,38,10,127,135,10,47,26,10,69,54,65,46,108,47
G2601630546200,2013-2017,,,Michigan,26,Wayne County,163,,,546200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5462, Wayne County, Michigan",1254,842,412,157,0,0,70,0,0,0,87,412,0,60,24,35,0,0,0,78,183,32,"Census Tract 5462, Wayne County, Michigan",118,139,154,99,10,10,68,10,10,10,80,154,10,61,27,53,10,10,10,79,117,53
G2601630546300,2013-2017,,,Michigan,26,Wayne County,163,,,546300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5463, Wayne County, Michigan",736,558,178,50,0,0,22,0,0,0,28,178,0,0,36,42,13,12,0,9,20,46,"Census Tract 5463, Wayne County, Michigan",44,78,65,37,10,10,25,10,10,10,28,65,10,10,39,31,15,18,10,13,30,38
G2601630546400,2013-2017,,,Michigan,26,Wayne County,163,,,546400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5464, Wayne County, Michigan",418,261,157,171,27,0,10,0,0,0,134,157,23,0,7,4,8,6,7,35,65,2,"Census Tract 5464, Wayne County, Michigan",64,74,56,54,26,10,17,10,10,10,52,56,27,10,12,6,13,11,12,34,48,9
G2601630546500,2013-2017,,,Michigan,26,Wayne County,163,,,546500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5465, Wayne County, Michigan",971,384,587,209,96,18,0,0,0,0,95,587,6,67,29,18,141,58,16,43,182,27,"Census Tract 5465, Wayne County, Michigan",86,63,99,80,61,29,10,10,10,10,62,99,9,48,31,15,60,44,11,42,74,22
G2601630546600,2013-2017,,,Michigan,26,Wayne County,163,,,546600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5466, Wayne County, Michigan",682,333,349,283,48,0,12,0,13,0,210,349,16,0,41,9,17,9,33,5,209,10,"Census Tract 5466, Wayne County, Michigan",78,86,84,68,37,10,20,10,21,10,60,84,20,10,38,14,18,12,32,7,77,11
G2601630546700,2013-2017,,,Michigan,26,Wayne County,163,,,546700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5467, Wayne County, Michigan",1038,578,460,313,81,0,57,0,26,0,149,460,17,31,13,31,37,9,12,7,276,27,"Census Tract 5467, Wayne County, Michigan",106,106,139,95,67,10,53,10,32,10,80,139,28,37,16,44,34,21,19,11,120,33
G2601630546800,2013-2017,,,Michigan,26,Wayne County,163,,,546800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5468, Wayne County, Michigan",1437,634,803,406,103,19,37,0,0,0,247,803,34,0,42,16,81,30,12,23,440,125,"Census Tract 5468, Wayne County, Michigan",121,126,138,106,71,31,40,10,10,10,99,138,33,10,49,19,75,30,20,37,130,87
G2601630546900,2013-2017,,,Michigan,26,Wayne County,163,,,546900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5469, Wayne County, Michigan",419,188,231,156,6,13,0,13,0,0,124,231,0,0,33,22,42,16,0,6,104,8,"Census Tract 5469, Wayne County, Michigan",51,55,69,45,11,18,10,20,10,10,46,69,10,10,25,26,40,17,10,8,46,13
G2601630550100,2013-2017,,,Michigan,26,Wayne County,163,,,550100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5501, Wayne County, Michigan",1459,1104,355,98,81,0,0,0,0,0,17,355,7,44,70,75,14,52,8,47,31,7,"Census Tract 5501, Wayne County, Michigan",73,92,88,62,64,10,10,10,10,10,19,88,12,38,41,53,17,44,13,30,24,11
G2601630550200,2013-2017,,,Michigan,26,Wayne County,163,,,550200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5502, Wayne County, Michigan",1623,963,660,211,60,0,0,27,56,0,68,660,27,131,103,54,72,24,9,78,125,37,"Census Tract 5502, Wayne County, Michigan",88,81,78,98,64,10,10,42,63,10,61,78,33,66,58,41,52,22,14,45,73,45
G2601630550300,2013-2017,,,Michigan,26,Wayne County,163,,,550300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5503, Wayne County, Michigan",1156,1135,21,15,0,0,0,0,11,0,4,21,0,4,0,6,0,0,0,0,0,11,"Census Tract 5503, Wayne County, Michigan",45,49,21,20,10,10,10,10,20,10,6,21,10,10,10,10,10,10,10,10,10,16
G2601630550400,2013-2017,,,Michigan,26,Wayne County,163,,,550400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5504, Wayne County, Michigan",801,570,231,71,8,0,13,0,12,0,38,231,8,34,13,57,5,18,14,23,51,8,"Census Tract 5504, Wayne County, Michigan",51,59,57,44,9,10,19,10,18,10,33,57,11,20,14,40,10,14,15,22,32,10
G2601630550500,2013-2017,,,Michigan,26,Wayne County,163,,,550500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 5505, Wayne County, Michigan",1411,1150,261,118,0,0,8,40,52,0,18,261,5,8,25,79,0,53,30,6,22,33,"Census Tract 5505, Wayne County, Michigan",67,75,82,66,10,10,13,45,45,10,29,82,9,12,30,51,10,46,46,9,21,34
